,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,Area,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,Transaction_Price,Bathrooms,Furnishing,Parking,Year_built
8453,Dealer,1,1,2,BHK,1260.0,0,1,"Jalahalli,Bangalore",13.0519,77.5416,8190000.000000001,2,Furnished,1,
8454,Owner,0,0,2,BHK,640.2048656000002,1,1,"Karamsad,Anand",22.55,72.9,1500000.0,2,Furnished,1,2011.0
8455,Dealer,0,0,1,RK,450.0450045,1,1,"Sector 19 Ulwe,Lalitpur",19.049989,73.077321,3000000.0,1,Furnished,1,2011.0
8456,Dealer,0,1,2,BHK,495.378544,1,0,"Ambernath West,Maharashtra",19.193771,73.19789200000002,4770000.0,2,Furnished,1,2012.0
8457,Owner,0,0,3,BHK,1649.560117,1,1,"Patrakar Colony,Jaipur",22.471606,70.061222,4500000.0,3,Furnished,1,2013.0
8458,Dealer,0,1,3,BHK,1687.40772,1,1,"Binny Pete,Bangalore",12.96991,77.59796,16000000.0,3,Furnished,1,2017.0
8459,Owner,0,0,2,BHK,1350.256549,1,1,"Mangla,Bilaspur",22.111752,82.124892,5000000.0,2,Furnished,1,2018.0
8460,Dealer,0,0,1,BHK,225.005181,1,1,"M P Mill Compound, Tardeo,Maharashtra",18.96,72.82,7600000.0,1,Furnished,1,2018.0
8461,Dealer,0,1,3,BHK,2016.564638,1,1,"Gopalapura,Bangalore",13.152957999999998,77.426875,28000000.0,3,Furnished,1,2018.0
8462,Owner,0,0,2,BHK,1200.0,1,1,"Sector-34 Noida,Noida",28.583704,77.360401,6000000.0,2,Furnished,1,2017.0
8463,Dealer,1,1,2,BHK,950.444861,0,0,"Byculla East,Mumbai",18.977995,72.850686,36000000.0,2,Furnished,1,
8464,Dealer,1,1,1,BHK,700.0622278,0,1,"Taloja,Maharashtra",21.56128,74.21238000000002,4500000.0,1,Furnished,1,
8465,Owner,0,0,3,BHK,1400.098831,1,1,"Billekahalli,Bangalore",12.90025,77.60103000000002,8500000.0,3,Furnished,1,2017.0
8466,Dealer,0,0,3,BHK,1577.079774,1,1,"Gomti Nagar,Lucknow",26.851,81.0011,12000000.0,3,Furnished,1,2016.0
8467,Builder,0,1,2,BHK,500.5347594,1,0,"Nandore,Maharashtra",17.754642999999994,75.18180799999998,2340000.0,2,Furnished,1,2010.0
8468,Owner,1,0,2,BHK,990.0990099,0,1,"Jyoti Nagar,Guwahati",29.974075,76.84109699999998,5000000.0,2,Furnished,1,
8469,Dealer,0,0,3,BHK,2250.056251,1,1,"Lokhandwala Andheri West,Lalitpur",19.137628,72.824162,60000000.0,3,Furnished,1,2019.0
8470,Owner,0,0,2,BHK,800.0,1,1,"Bank Colony,Rayagada",27.506285,77.65957,2500000.0,2,Furnished,1,2011.0
8471,Owner,0,0,2,BHK,700.0538502999998,1,1,"Pratap Nagar,Vadodara",26.807408,75.83865899999998,3900000.0,2,Furnished,1,2013.0
8472,Owner,0,0,1,BHK,800.0,1,1,"Kholvad,Surat",21.280882,72.950379,1900000.0,1,Furnished,1,2010.0
8473,Dealer,0,0,4,BHK,3596.198305,1,1,"Iblur Village,Bangalore",12.91668,77.59196,28000000.0,4,Furnished,1,2017.0
8474,Owner,0,0,3,BHK,1775.037369,1,1,"Sector-119 Noida,Noida",28.587711,77.403123,9500000.0,3,Furnished,1,2017.0
8475,Dealer,0,0,2,BHK,800.0,1,1,"Electronic City,Bangalore",12.8458,77.6727,2900000.0,2,Furnished,1,2013.0
8476,Owner,0,1,2,BHK,1299.82669,1,1,"Manish Nagar,Nagpur",21.094632,79.074805,4500000.0,2,Furnished,1,2010.0
8477,Owner,0,1,2,BHK,1171.833387,1,1,"Magadi Road,Bangalore",12.97494,77.564159,11000000.0,2,Furnished,1,2018.0
8478,Owner,0,0,1,BHK,860.1177002999998,1,1,"Sector No-4 Moshi,Pune",18.53,73.84,3800000.0,1,Furnished,1,2014.0
8479,Dealer,0,0,2,BHK,1049.92574,1,1,"Sector 2 Kharghar,Maharashtra",19.027644,73.061159,9190000.0,2,Furnished,1,2019.0
8480,Owner,0,0,3,BHK,1725.274725,1,1,"Green Glen Layout,Bangalore",52.55689399999999,-8.369953,7850000.0,3,Furnished,1,2017.0
8481,Dealer,1,1,2,BHK,1092.355452,0,1,"Ravet,Pune",18.651598,73.735448,5630000.0,2,Furnished,1,
8482,Dealer,0,0,2,BHK,1130.143034,1,1,"Undri,Pune",18.452663,73.93104,6400000.0,2,Furnished,1,2016.0
8483,Owner,0,1,3,BHK,1541.210632,1,1,"Ambattur,Chennai",13.0983,80.1622,6900000.0,3,Furnished,1,2018.0
8484,Owner,0,0,4,BHK,4067.520846,1,1,"Vesu,Surat",21.143354,72.770931,20000000.0,4,Furnished,1,2019.0
8485,Dealer,0,0,2,BHK,1060.029957,1,1,"Sector-35G Kharghar,Mumbai",19.038205,73.06612,9200000.0,2,Furnished,1,2016.0
8486,Dealer,0,1,2,BHK,1350.048216,1,1,"Wadala East,Mumbai",19.014858,72.8662,28000000.0,2,Furnished,1,2017.0
8487,Owner,0,0,3,BHK,1402.24359,1,1,"Kamakoti Nagar,Chennai",16.526106,80.602623,7000000.0,3,Furnished,1,2017.0
8488,Dealer,0,0,2,BHK,1176.03912,1,1,"Faizabad Road,Lucknow",26.86056,80.91583,4810000.0,2,Furnished,1,2013.0
8489,Dealer,0,0,3,BHK,2106.445724,1,1,"RMV Extension,Bangalore",40.99482329999999,-85.7661219,15000000.0,3,Furnished,1,2019.0
8490,Dealer,0,0,2,BHK,968.9296557,1,1,"Orlem,Mumbai",18.96667,72.83333,15000000.0,2,Furnished,1,2019.0
8491,Owner,0,0,3,BHK,1400.147384,1,1,"Bajrang Nagar,Kota",25.177917,75.862208,3800000.0,3,Furnished,1,2011.0
8492,Dealer,0,1,3,BHK,1819.505095,1,1,"Sector-79 Gurgaon,Gurgaon",28.362327,76.979049,10000000.0,3,Furnished,1,2017.0
8493,Owner,0,1,2,BHK,964.6962233,1,1,"NH-8,Neemrana",12.973237,77.64685899999998,2350000.0,2,Furnished,1,2013.0
8494,Owner,0,0,2,BHK,712.0478496000002,1,1,"Maheshtala,Kolkata",22.486821,88.233267,2500000.0,2,Furnished,1,2014.0
8495,Dealer,1,1,4,BHK,2600.004771,0,1,"Chembur,Mumbai",19.05871,72.89969,109000000.0,4,Furnished,1,
8496,Owner,0,0,3,BHK,1312.106368,1,1,"Tollygunge,Kolkata",22.5,88.35,15000000.0,3,Furnished,1,2019.0
8497,Owner,0,0,2,BHK,650.1422186000002,1,1,"shri ram colony,Banswara",23.16969,77.46044499999998,1600000.0,2,Furnished,1,2011.0
8498,Dealer,0,1,2,BHK,1204.819277,1,1,"Rajpur Road,Dehradun",30.33503,78.05482099999998,5500000.0,2,Furnished,1,2019.0
8499,Dealer,0,0,1,BHK,449.64028780000007,1,1,"Shalimar garden,Ghaziabad",28.686091,77.334644,1250000.0,1,Furnished,1,2013.0
8500,Owner,0,0,2,BHK,854.0795929,1,1,"Peenya,Bangalore",13.03,77.514,4700000.0,2,Furnished,1,2012.0
8501,Dealer,0,0,2,BHK,900.1058947999999,1,1,"Shalimar garden,Ghaziabad",28.686091,77.334644,2550000.0,2,Furnished,1,2014.0
8502,Owner,0,0,3,BHK,843.8818564999998,1,1,"Ambattur,Chennai",13.0983,80.1622,5000000.0,3,Furnished,1,2019.0
8503,Dealer,0,0,1,BHK,585.000585,1,1,"Kharghar,Lalitpur",24.69028,78.41889,5000000.0,1,Furnished,1,2017.0
8504,Dealer,0,0,3,BHK,1750.087504,1,1,"Sector 20 Kharghar,Maharashtra",19.049214000000006,73.072916,15000000.0,3,Furnished,1,2018.0
8505,Owner,0,1,3,BHK,1375.137514,1,1,"Lal Kuan,Ghaziabad",28.634537,77.471342,5000000.0,3,Furnished,1,2018.0
8506,Owner,0,0,2,BHK,830.0395257,1,1,"Hiriyadka,Udupi",13.33222,74.74611,2100000.0,2,Furnished,1,2011.0
8507,Dealer,1,1,3,BHK,895.6796627999997,0,0,"kavesar,Maharashtra",18.96,72.82,17000000.0,3,Furnished,1,
8508,Owner,0,0,2,BHK,1012.01771,1,1,"Electronic City,Bangalore",12.8458,77.6727,3200000.0,2,Furnished,1,2013.0
8509,Owner,0,0,3,BHK,2057.613169,1,1,"Harthala,Moradabad",28.875701,78.73804100000002,7500000.0,3,Furnished,1,2018.0
8510,Dealer,0,1,4,BHK,1306.2409289999996,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,5400000.0,4,Furnished,1,2019.0
8511,Dealer,0,0,2,BHK,1070.05855,1,1,"Udyog Nagar,Pune",21.721344,73.001615,5300000.0,2,Furnished,1,2017.0
8512,Dealer,0,1,3,BHK,1983.053903,1,1,"Sector-79 Gurgaon,Gurgaon",28.362327,76.979049,11000000.0,3,Furnished,1,2018.0
8513,Owner,0,0,2,BHK,1170.327692,1,1,"City Center,Gwalior",26.209302,78.194369,3250000.0,2,Furnished,1,2013.0
8514,Owner,0,0,3,BHK,1180.173092,1,1,"Marasandra,Bangalore",13.096611,77.716385,4500000.0,3,Furnished,1,2013.0
8515,Dealer,0,0,2,BHK,1334.586466,1,1,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,2840000.0,2,Furnished,1,2012.0
8516,Dealer,0,0,1,BHK,583.1212892000002,1,1,"Kattupakkam,Chennai",13.042089,80.124264,2750000.0,1,Furnished,1,2011.0
8517,Dealer,0,0,2,BHK,980.2431611,1,1,"Chhalera,Noida",28.57,77.32,2580000.0,2,Furnished,1,2012.0
8518,Owner,0,0,2,BHK,1110.053917,1,1,"Saiyed Vasna,Vadodara",22.312063,72.674296,3500000.0,2,Furnished,1,2010.0
8519,Owner,0,1,3,BHK,1299.9835449999996,1,1,"Narayanapura,Bangalore",13.338634,77.759291,7900000.0,3,Furnished,1,2019.0
8520,Dealer,0,0,2,BHK,1200.171453,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,5600000.0,2,Furnished,1,2019.0
8521,Dealer,0,0,3,BHK,2502.085071,1,1,"Vesu,Surat",21.143354,72.770931,12000000.0,3,Furnished,1,2018.0
8522,Dealer,1,1,2,BHK,984.0288511,0,1,"Mira Road,Mumbai",19.283359,72.864964,9550000.0,2,Furnished,1,
8523,Dealer,0,0,2,BHK,984.9790692,1,1,"Vasantha Vallabha Nagar,Bangalore",12.96991,77.59796,4000000.0,2,Furnished,1,2010.0
8524,Dealer,0,0,2,BHK,1050.0718470000004,1,1,"Sector 5 Ulwe,Lalitpur",22.575343,88.433715,9500000.0,2,Furnished,1,2017.0
8525,Dealer,0,0,2,BHK,970.9594845,1,1,"Manpada,Lalitpur",24.69028,78.41889,11000000.0,2,Furnished,1,2016.0
8526,Owner,0,0,4,BHK,2660.575114,1,1,"Gotri,Vadodara",22.312358,73.145436,9900000.0,4,Furnished,1,2017.0
8527,Dealer,0,0,2,BHK,899.9550022,1,1,"New Alipore,Kolkata",22.53028,88.33417,6000000.0,2,Furnished,1,2019.0
8528,Dealer,0,1,4,BHK,2695.035461,1,1,"Thanisandra,Bangalore",13.055985,77.622157,19000000.0,4,Furnished,1,2018.0
8529,Dealer,0,1,2,BHK,950.0285009,1,1,"Sector-46 Noida,Noida",28.552082,77.360624,5000000.0,2,Furnished,1,2017.0
8530,Dealer,0,0,2,BHK,950.0059375,1,1,"Thane West,Mumbai",19.18,72.96333,8000000.0,2,Furnished,1,2017.0
8531,Dealer,0,0,2,BHK,1130.0043050000004,1,1,"Shastri Nagar,Mumbai",19.139242000000007,72.828969,105000000.0,2,Furnished,1,2019.0
8532,Dealer,0,1,3,BHK,1481.158789,1,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,6800000.0,3,Furnished,1,2016.0
8533,Dealer,0,1,2,BHK,1199.760048,1,1,"Palanpur Gam,Surat",24.17311,72.416912,4000000.0,2,Furnished,1,2010.0
8534,Owner,0,0,3,BHK,1660.038043,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,9600000.0,3,Furnished,1,2017.0
8535,Dealer,0,0,3,BHK,1250.0,1,1,"Prince Park,Kolkata",22.54111,88.33778000000002,6700000.0,3,Furnished,1,2019.0
8536,Owner,0,0,2,BHK,600.0,1,1,"Tamhini Ghat,Pune",18.52361,73.84778,4800000.0,2,Furnished,1,2014.0
8537,Owner,0,0,1,BHK,555.0986842,1,1,"Noida Extension,Noida",28.579004,77.431173,2700000.0,1,Furnished,1,2011.0
8538,Dealer,0,1,2,BHK,1026.058632,1,1,"Kolshet Road,Mumbai",19.249861,72.96386600000002,9450000.0,2,Furnished,1,2019.0
8539,Dealer,0,0,1,BHK,700.0840101,1,1,"Sector 36 Kharghar,Lalitpur",19.071749,73.080575,5000000.0,1,Furnished,1,2016.0
8540,Dealer,0,0,3,BHK,2368.157391,1,1,"Dona Paula,Goa",15.45056,73.80333,26000000.0,3,Furnished,1,2016.0
8541,Dealer,0,0,2,BHK,1000.0,1,1,"Teen Haath Naka,Lalitpur",24.69028,78.41889,14000000.0,2,Furnished,1,2016.0
8542,Owner,0,0,1,BHK,675.2954417999998,1,1,"bamroli road,Godhra",22.77722,73.62028000000002,1200000.0,1,Furnished,1,2010.0
8543,Dealer,1,1,1,BHK,560.0229753,0,1,"Mira Bhayandar,Lalitpur",19.30405,72.813559,3900000.0,1,Furnished,1,
8544,Dealer,0,0,2,BHK,1000.0,1,1,"Gandhi Path,Jaipur",25.879721,86.587391,2400000.0,2,Furnished,1,2011.0
8545,Dealer,1,0,1,BHK,785.0401341,0,1,"Thane West,Maharashtra",19.18,72.96333,8900000.0,1,Furnished,1,
8546,Builder,1,0,1,BHK,420.2961672,0,0,"Amalanagar,Thrissur",10.52,76.21,1930000.0,1,Furnished,1,
8547,Owner,0,0,2,BHK,910.1251422,1,1,"Morbe,Raigad",18.914051,73.259661,2400000.0,2,Furnished,1,2014.0
8548,Dealer,1,1,2,BHK,1069.720614,0,1,"Kandivali (East),Mumbai",19.1955,72.8728,17000000.0,2,Furnished,1,
8549,Dealer,0,0,4,BHK,2400.137151000001,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,14000000.0,4,Furnished,1,2018.0
8550,Dealer,0,0,2,BHK,920.1042785,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,6000000.0,2,Furnished,1,2019.0
8551,Dealer,0,0,3,BHK,1500.0,1,1,"Gotri,Vadodara",22.312358,73.145436,3600000.0,3,Furnished,1,2010.0
8552,Dealer,0,1,1,BHK,690.0172504,1,1,"Jankalyan Nagar,Lalitpur",24.69028,78.41889,9200000.0,1,Furnished,1,2019.0
8553,Dealer,0,0,2,BHK,1050.047729,1,1,"Sector 19 Ulwe,Mumbai",19.049989,73.077321,7700000.0,2,Furnished,1,2017.0
8554,Dealer,1,1,3,BHK,954.3990507,0,0,"Wagholi,Pune",18.5823,73.983,5630000.0,3,Furnished,1,
8555,Owner,0,1,2,BHK,1102.088167,1,1,"Yelahanka,Bangalore",13.11389,77.59833,5700000.0,2,Furnished,1,2018.0
8556,Owner,0,0,2,BHK,1000.0,1,1,"Chenchupet,Tenali",16.245539,80.63748000000002,3500000.0,2,Furnished,1,2012.0
8557,Dealer,0,1,2,BHK,92383.49415,1,0,"Hebbal,Bangalore",13.04034,77.591347,900000000.0,2,Furnished,1,2016.0
8558,Dealer,0,1,2,BHK,1465.087282,1,1,"Sohna,Gurgaon",28.25,77.07,7050000.0,2,Furnished,1,2019.0
8559,Dealer,1,1,1,BHK,600.0,0,0,"Perungudi,Chennai",12.961,80.2409,4680000.0,1,Furnished,1,
8560,Owner,0,0,2,BHK,1200.097967,1,1,"Dugri,Ludhiana",30.799719,75.957396,4900000.0,2,Furnished,1,2011.0
8561,Owner,0,0,1,BHK,500.0,1,1,"Akota,Vadodara",22.2951,73.1686,1150000.0,1,Furnished,1,2010.0
8562,Dealer,1,1,2,BHK,604.4952465,0,1,"Tagore Nagar,Lalitpur",26.893148,75.739769,11000000.0,2,Furnished,1,
8563,Owner,0,0,2,BHK,1025.190393,1,1,"Nager Bazar,Kolkata",22.54111,88.33778000000002,3500000.0,2,Furnished,1,2011.0
8564,Dealer,0,0,3,BHK,1345.09042,1,1,"New Town,Kolkata",22.5922,88.484911,9000000.0,3,Furnished,1,2017.0
8565,Dealer,0,0,3,BHK,2400.112946,1,1,"M.G. Road,Indore",11.931023,79.828222,17000000.0,3,Furnished,1,2018.0
8566,Owner,0,0,2,BHK,1300.2022539999996,1,1,"Atladra,Vadodara",22.271018,73.154216,4500000.0,2,Furnished,1,2011.0
8567,Dealer,0,1,4,BHK,2771.855011,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,13000000.0,4,Furnished,1,2019.0
8568,Owner,0,0,2,BHK,1010.10101,1,1,"Murugeshpalya,Bangalore",12.9576,77.6562,7700000.0,2,Furnished,1,2019.0
8569,Dealer,0,0,4,BHK,2833.21015,1,1,"Marine Drive,Kochi",9.9800255,76.27530300000002,23000000.0,4,Furnished,1,2018.0
8570,Dealer,0,0,4,BHK,3800.0,1,1,"Hebbal,Bangalore",13.04034,77.591347,38000000.0,4,Furnished,1,2016.0
8571,Owner,0,0,1,BHK,549.8533723999999,1,1,"Ashwini kumar road,Surat",21.17,72.83,1500000.0,1,Furnished,1,2010.0
8572,Owner,0,0,2,BHK,1099.5370369999996,1,1,"Bardoli,Surat",21.12,73.12,1900000.0,2,Furnished,1,2011.0
8573,Dealer,0,0,4,BHK,3285.758291,1,1,"Kaloor,Kochi",9.994,76.292,32000000.0,4,Furnished,1,2017.0
8574,Owner,0,0,1,BHK,419.8152813,1,1,"Awadh Vihar Shahid Path,Lucknow",26.217051,86.396117,2000000.0,1,Furnished,1,2012.0
8575,Dealer,1,1,3,BHK,2250.512145,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,7690000.000000001,3,Furnished,1,
8576,Owner,0,0,2,BHK,1050.539466,1,1,"Tapukara,Bhiwadi",28.2102,76.8606,1850000.0,2,Furnished,1,2010.0
8577,Dealer,1,0,3,BHK,1323.23521,0,1,"Kalapahar,Guwahati",26.16667,91.76667,4630000.0,3,Furnished,1,
8578,Owner,1,0,2,BHK,1049.868766,0,1,"Sector-132 Noida,Noida",28.513121,77.38116099999998,4000000.0,2,Furnished,1,
8579,Dealer,0,1,3,BHK,1328.983931,1,1,"Mira Road East,Lalitpur",19.2836,72.8675,11000000.0,3,Furnished,1,2019.0
8580,Dealer,1,1,2,BHK,1113.924051,0,0,"Sarjapur Road,Bangalore",12.86,77.786,6600000.0,2,Furnished,1,
8581,Dealer,0,1,2,BHK,1069.028711,1,1,"Goregaon (East),Mumbai",19.1615,72.8731,21000000.0,2,Furnished,1,2016.0
8582,Dealer,0,0,3,BHK,1697.07255,1,1,"Baner,Pune",18.558319,73.77588,16000000.0,3,Furnished,1,2017.0
8583,Dealer,0,0,3,BHK,1706.72735,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,12000000.0,3,Furnished,1,2017.0
8584,Dealer,0,0,3,BHK,2812.939522,1,1,"E M Bypass,Kolkata",22.54111,88.33778000000002,26000000.0,3,Furnished,1,2017.0
8585,Dealer,0,0,2,BHK,925.096986,1,1,"Sector-45 Noida,Noida",28.553374,77.355611,3100000.0,2,Furnished,1,2011.0
8586,Dealer,0,0,3,BHK,1674.022219,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,11000000.0,3,Furnished,1,2016.0
8587,Dealer,1,0,1,BHK,385.0473287,0,1,"Ulwe,Maharashtra",18.973908,73.02510600000002,2400000.0,1,Furnished,1,
8588,Dealer,1,1,2,BHK,669.0279418,0,0,"Mira Road East,Lalitpur",19.2836,72.8675,8500000.0,2,Furnished,1,
8589,Dealer,1,0,3,BHK,1118.181818,0,1,"Kestopur,Kolkata",22.605438,88.422084,3690000.0,3,Furnished,1,
8590,Owner,1,0,2,BHK,759.4361073,0,1,"Besa,Nagpur",21.080409,79.098334,1670000.0,2,Furnished,1,
8591,Dealer,1,0,3,BHK,1571.428571,0,1,"Seethammadhara,Visakhapatnam",17.741878,83.308875,11000000.0,3,Furnished,1,
8592,Owner,1,1,3,BHK,1204.081633,0,1,"Ajmer Road,Jaipur",26.928785,75.828002,2950000.0,3,Furnished,1,
8593,Dealer,0,0,2,BHK,777.0190723,1,1,"Nanmangalam,Chennai",12.940685,80.177022,3300000.0,2,Furnished,1,2011.0
8594,Dealer,0,0,1,BHK,635.0136772000002,1,1,"Hatkesh Udhog Nagar,Mumbai",18.96667,72.83333,6500000.0,1,Furnished,1,2018.0
8595,Dealer,0,1,4,BHK,1490.042157,1,1,"Mulund (West),Mumbai",19.1759,72.9522,41000000.0,4,Furnished,1,2019.0
8596,Owner,0,0,3,BHK,1480.165779,1,1,"Anora Kala,Lucknow",26.895619,81.084683,5000000.0,3,Furnished,1,2018.0
8597,Dealer,0,0,2,BHK,1175.180194,1,1,"NIBM,Pune",18.475864,73.89000899999998,7500000.0,2,Furnished,1,2019.0
8598,Owner,0,0,2,BHK,979.8865395,1,1,"Olari,Thrissur",10.52,76.21,3800000.0,2,Furnished,1,2013.0
8599,Dealer,0,0,2,BHK,1055.023535,1,1,"Doddanekundi,Bangalore",12.980033,77.69932800000002,6500000.0,2,Furnished,1,2019.0
8600,Owner,0,0,3,BHK,1450.276243,1,1,"NH-8,Neemrana",12.973237,77.64685899999998,4200000.0,3,Furnished,1,2013.0
8601,Dealer,0,0,3,BHK,1749.781277,1,1,"Jawahar Nagar,Jaipur",26.888396000000004,75.833527,8000000.0,3,Furnished,1,2018.0
8602,Owner,0,0,1,BHK,598.0066445,1,1,"Mahalunge,Pune",18.573994,73.753171,3600000.0,1,Furnished,1,2011.0
8603,Dealer,0,0,1,BHK,622.6750767999998,1,1,"Kharadi,Pune",18.5438,73.9438,3850000.0,1,Furnished,1,2011.0
8604,Dealer,0,0,2,BHK,808.3333332999998,1,1,"Chitlapakkam,Chennai",12.93739,80.13874,3879999.9999999995,2,Furnished,1,2012.0
8605,Dealer,0,1,3,BHK,1513.866232,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,4640000.0,3,Furnished,1,2010.0
8606,Dealer,1,1,3,BHK,2081.165453,0,1,"Mahalaxmi,Mumbai",18.978006,72.806154,62000000.0,3,Furnished,1,
8607,Dealer,1,0,3,BHK,1234.375,0,1,"Sevoke Road,Siliguri",26.724219,88.326357,3950000.0,3,Furnished,1,
8608,Dealer,0,1,3,BHK,1554.009998,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,7150000.0,3,Furnished,1,2018.0
8609,Dealer,1,1,2,BHK,1290.054099,0,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,6200000.0,2,Furnished,1,
8610,Owner,0,0,2,BHK,1008.120975,1,1,"Sargasan,Gandhinagar",23.182972,72.611485,3600000.0,2,Furnished,1,2010.0
8611,Dealer,0,0,2,BHK,1068.577535,1,1,"Malad (East),Mumbai",19.1758,72.8643,17000000.0,2,Furnished,1,2019.0
8612,Dealer,0,0,3,BHK,1389.808074,1,1,"Thara,Bhiwadi",28.162032,76.811066,2100000.0,3,Furnished,1,2013.0
8613,Dealer,0,0,2,BHK,1100.110011,1,1,"New Panvel,Maharashtra",18.966114,73.148278,8000000.0,2,Furnished,1,2017.0
8614,Owner,0,0,2,BHK,1250.0,1,1,"Sector-6 Jankipuram Vistar,Lucknow",26.92652,80.948937,5000000.0,2,Furnished,1,2016.0
8615,Dealer,0,0,2,BHK,1100.070972,1,1,"Sector-25 Noida,Noida",28.582887,77.339935,6200000.0,2,Furnished,1,2016.0
8616,Owner,0,0,1,BHK,402.0549475,1,1,"Close to temple,Shirdi",19.77,74.48,1800000.0,1,Furnished,1,2014.0
8617,Dealer,1,1,4,BHK,2250.118427,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,9500000.0,4,Furnished,1,
8618,Dealer,0,1,2,BHK,1074.91318,1,1,"Majiwada,Maharashtra",19.218498,72.992114,13000000.0,2,Furnished,1,2017.0
8619,Dealer,1,1,1,BHK,525.0205086,0,1,"Kasar vadavali,Lalitpur",24.6902,78.416,6400000.0,1,Furnished,1,
8620,Owner,0,1,3,BHK,1660.8996539999996,1,1,"Sector-79 Noida,Noida",28.558047,77.392752,12000000.0,3,Furnished,1,2016.0
8621,Dealer,0,0,3,BHK,1573.831776,1,1,"Sector-3 Panchkula,Panchkula",30.710021,76.857258,8420000.0,3,Furnished,1,2019.0
8622,Dealer,0,0,2,BHK,1025.810721,1,1,"Jahangirabad,Surat",21.17,72.83,3100000.0,2,Furnished,1,2012.0
8623,Owner,0,0,2,BHK,800.0,1,1,"Jhalamand,Jodhpur",26.2072,73.066,2500000.0,2,Furnished,1,2012.0
8624,Dealer,0,1,3,BHK,1358.3815029999996,1,1,"Sushant Golf City,Lucknow",26.781748,81.006714,4700000.0,3,Furnished,1,2013.0
8625,Dealer,0,0,1,BHK,430.0705316,1,1,"Nadesar,Varanasi",25.338,82.9827,2500000.0,1,Furnished,1,2013.0
8626,Dealer,0,0,3,BHK,1820.020222,1,1,"Adajan,Surat",24.395822,78.989627,9000000.0,3,Furnished,1,2018.0
8627,Dealer,0,0,4,BHK,3850.0506590000014,1,1,"Sector-93 B Noida,Noida",28.5216,77.3863,38000000.0,4,Furnished,1,2017.0
8628,Dealer,0,1,2,BHK,1124.236253,1,1,"Shastripuram,Agra",27.553339,78.673469,2760000.0,2,Furnished,1,2013.0
8629,Owner,0,0,3,BHK,1890.148988,1,1,"Brahmagiri,Udupi",13.33222,74.74611,8500000.0,3,Furnished,1,2017.0
8630,Dealer,0,1,1,BHK,420.0076365000001,1,1,"Sasane Nagar,Pune",18.47713,73.939908,2200000.0,1,Furnished,1,2013.0
8631,Dealer,0,1,2,BHK,987.1244635,1,1,"Ravet,Pune",18.651598,73.735448,4600000.0,2,Furnished,1,2014.0
8632,Dealer,0,0,2,BHK,932.2033898,1,1,"Pokhran-2,Mumbai",18.96667,72.83333,11000000.0,2,Furnished,1,2016.0
8633,Dealer,0,0,3,BHK,1036.10675,1,1,"Mansarovar,Jaipur",26.8626,75.7633,3300000.0,3,Furnished,1,2014.0
8634,Owner,0,0,2,BHK,1650.165017,1,1,"Egmore,Chennai",13.078,80.259,12000000.0,2,Furnished,1,2016.0
8635,Dealer,0,1,3,BHK,3163.503164,1,1,"Sector-108 Noida,Noida",28.526624,77.37671800000003,19000000.0,3,Furnished,1,2016.0
8636,Dealer,0,0,1,BHK,550.0982318,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,1960000.0000000002,1,Furnished,1,2014.0
8637,Owner,0,0,1,BHK,436.0056259,1,1,"Dighi,Pune",19.524064000000006,75.057956,3100000.0,1,Furnished,1,2014.0
8638,Owner,0,1,2,BHK,771.8814611,1,1,"Kharar,Mohali",30.74,76.65,1120000.0,2,Furnished,1,2014.0
8639,Owner,0,0,2,BHK,590.0948367000002,1,1,"Peerkankaranai,Chennai",12.91113,80.10364,2800000.0,2,Furnished,1,2014.0
8640,Owner,1,1,2,BHK,1084.875558,0,1,"Indirapuram,Ghaziabad",28.63676,77.36315,8500000.0,2,Furnished,1,
8641,Owner,0,1,1,BHK,630.1824212,1,1,"Badowala,Dehradun",30.432963,78.239363,1900000.0,1,Furnished,1,2013.0
8642,Owner,0,0,1,BHK,592.1052632,1,1,"Beed Bypass Road,Aurangabad",19.88879,75.34344,1800000.0,1,Furnished,1,2011.0
8643,Dealer,0,0,4,BHK,6829.654558,1,1,"Jakkur,Bangalore",12.928575,77.58572099999998,69000000.0,4,Furnished,1,2016.0
8644,Dealer,0,0,3,BHK,1275.0,1,1,"Rps Nagar,Patna",25.41667,85.16667,4590000.0,3,Furnished,1,2013.0
